지점,지점명,일시,일강수량(mm)
155,창원,2017-08-17,0.6
155,창원,2017-08-18,53.8
155,창원,2017-08-20,11.8
155,창원,2017-08-21,48.2
155,창원,2017-08-22,35.3
155,창원,2017-08-23,28.8
155,창원,2017-08-24,0.0
155,창원,2017-08-25,0.0
155,창원,2017-08-29,0.0
155,창원,2017-09-05,0.0
155,창원,2017-09-06,30.7
155,창원,2017-09-07,2.3
155,창원,2017-09-11,61.9
155,창원,2017-09-17,0.0
155,창원,2017-09-27,9.9
155,창원,2017-10-01,13.7
155,창원,2017-10-02,42.8
155,창원,2017-10-03,1.0
155,창원,2017-10-04,0.0
155,창원,2017-10-05,2.1
155,창원,2017-10-06,4.6
155,창원,2017-10-12,14.7
155,창원,2017-10-15,2.5
155,창원,2017-10-16,0.0
155,창원,2017-10-18,0.0
155,창원,2017-10-24,0.0
155,창원,2017-11-10,0.0
155,창원,2017-11-17,0.0
155,창원,2017-11-18,0.0
155,창원,2017-11-23,0.0
155,창원,2017-12-10,2.0
155,창원,2017-12-24,13.2
155,창원,2017-12-31,0.0
155,창원,2018-01-07,1.4
155,창원,2018-01-08,1.0
155,창원,2018-01-10,0.0
155,창원,2018-01-15,0.0
155,창원,2018-01-16,20.8
155,창원,2018-01-17,3.5
155,창원,2018-01-22,0.0
155,창원,2018-02-09,0.0
155,창원,2018-02-11,0.0
155,창원,2018-02-23,0.0
155,창원,2018-02-28,32.6
155,창원,2018-03-04,19.0
155,창원,2018-03-05,5.5
155,창원,2018-03-07,4.6
155,창원,2018-03-08,37.6
155,창원,2018-03-15,73.1
155,창원,2018-03-16,1.3
155,창원,2018-03-18,8.1
155,창원,2018-03-19,24.0
155,창원,2018-03-20,1.3
155,창원,2018-03-21,11.5
155,창원,2018-04-04,10.9
155,창원,2018-04-05,2.0
155,창원,2018-04-06,20.4
155,창원,2018-04-07,0.0
155,창원,2018-04-08,0.0
155,창원,2018-04-10,0.0
155,창원,2018-04-11,0.1
155,창원,2018-04-13,0.0
155,창원,2018-04-14,28.0
155,창원,2018-04-22,0.3
155,창원,2018-04-23,41.7
155,창원,2018-04-24,15.9
155,창원,2018-05-01,0.0
155,창원,2018-05-02,6.6
155,창원,2018-05-03,0.0
155,창원,2018-05-06,27.3
155,창원,2018-05-07,23.7
155,창원,2018-05-12,4.1
155,창원,2018-05-13,15.3
155,창원,2018-05-16,7.7
155,창원,2018-05-17,8.6
155,창원,2018-05-18,3.4
155,창원,2018-05-19,0.0
155,창원,2018-05-22,8.5
155,창원,2018-05-23,26.0
155,창원,2018-05-28,1.2
155,창원,2018-05-30,12.6
155,창원,2018-06-05,3.4
155,창원,2018-06-09,0.0
155,창원,2018-06-10,0.9
155,창원,2018-06-11,34.1
155,창원,2018-06-12,0.7
155,창원,2018-06-19,6.7
155,창원,2018-06-20,0.1
155,창원,2018-06-23,0.0
155,창원,2018-06-26,1.2
155,창원,2018-06-27,17.3
155,창원,2018-06-28,98.9
155,창원,2018-06-29,0.7
155,창원,2018-06-30,30.8
155,창원,2018-07-01,56.6
155,창원,2018-07-02,8.5
155,창원,2018-07-03,49.6
155,창원,2018-07-05,11.7
155,창원,2018-07-06,1.6
155,창원,2018-07-09,7.9
155,창원,2018-07-28,7.8
155,창원,2018-07-29,0.0
155,창원,2018-07-30,2.3
155,창원,2018-08-06,0.0
155,창원,2018-08-07,0.0
155,창원,2018-08-08,0.0
155,창원,2018-08-09,30.8
155,창원,2018-08-10,0.8
155,창원,2018-08-12,2.5
155,창원,2018-08-15,9.3
155,창원,2018-08-16,25.2
155,창원,2018-08-22,0.0
155,창원,2018-08-23,10.3
155,창원,2018-08-24,7.5
155,창원,2018-08-25,4.5
155,창원,2018-08-26,48.0
155,창원,2018-08-27,51.8
155,창원,2018-08-28,0.0
155,창원,2018-08-29,0.0
155,창원,2018-08-30,21.6
155,창원,2018-08-31,31.4
155,창원,2018-09-01,46.4
155,창원,2018-09-02,0.6
155,창원,2018-09-03,48.2
155,창원,2018-09-04,17.0
155,창원,2018-09-06,0.0
155,창원,2018-09-07,8.5
155,창원,2018-09-12,0.0
155,창원,2018-09-13,11.6
155,창원,2018-09-14,29.4
155,창원,2018-09-15,7.0
155,창원,2018-09-19,0.5
155,창원,2018-09-20,12.2
155,창원,2018-09-21,28.0
155,창원,2018-09-29,6.4
155,창원,2018-09-30,0.6
155,창원,2018-10-01,0.0
155,창원,2018-10-04,2.4
155,창원,2018-10-05,39.5
155,창원,2018-10-06,102.2
155,창원,2018-10-09,0.0
155,창원,2018-10-10,0.0
155,창원,2018-10-23,0.0
155,창원,2018-10-26,2.1
155,창원,2018-10-28,0.0
155,창원,2018-10-29,0.0
155,창원,2018-11-07,0.0
155,창원,2018-11-08,20.3
155,창원,2018-11-11,1.2
155,창원,2018-11-12,1.8
155,창원,2018-11-16,0.0
155,창원,2018-11-18,0.0
155,창원,2018-11-24,0.4
155,창원,2018-12-02,0.8
155,창원,2018-12-03,6.9
155,창원,2018-12-04,8.9
155,창원,2018-12-06,3.6
155,창원,2018-12-11,2.4
155,창원,2018-12-16,1.5
155,창원,2018-12-17,0.0
155,창원,2018-12-22,0.0
155,창원,2018-12-23,2.8
155,창원,2019-01-11,0.0
155,창원,2019-01-12,3.0
155,창원,2019-01-19,0.5
155,창원,2019-01-20,0.2
155,창원,2019-01-31,4.6
155,창원,2019-02-03,14.5
155,창원,2019-02-07,0.0
155,창원,2019-02-15,0.0
155,창원,2019-02-18,0.0
155,창원,2019-02-19,31.5
155,창원,2019-02-27,0.0
155,창원,2019-02-28,0.0
155,창원,2019-03-06,1.6
155,창원,2019-03-10,20.8
155,창원,2019-03-11,0.0
155,창원,2019-03-12,0.0
155,창원,2019-03-15,1.2
155,창원,2019-03-20,28.0
155,창원,2019-03-21,1.8
155,창원,2019-03-23,0.0
155,창원,2019-03-30,1.3
155,창원,2019-04-07,9.9
155,창원,2019-04-09,12.3
155,창원,2019-04-10,4.4
155,창원,2019-04-11,0.0
155,창원,2019-04-12,1.3
155,창원,2019-04-14,0.0
155,창원,2019-04-23,6.3
155,창원,2019-04-24,9.6
155,창원,2019-04-25,0.5
155,창원,2019-04-26,8.6
155,창원,2019-04-28,0.0
155,창원,2019-04-29,38.4
155,창원,2019-05-01,2.9
155,창원,2019-05-06,2.8
155,창원,2019-05-14,0.1
155,창원,2019-05-17,2.7
155,창원,2019-05-18,46.9
155,창원,2019-05-19,11.1
155,창원,2019-05-20,0.3
155,창원,2019-05-26,0.0
155,창원,2019-05-27,63.7
155,창원,2019-05-30,0.0
155,창원,2019-05-31,0.6
155,창원,2019-06-06,21.3
155,창원,2019-06-07,16.8
155,창원,2019-06-08,0.0
155,창원,2019-06-10,0.5
155,창원,2019-06-11,0.0
155,창원,2019-06-14,9.5
155,창원,2019-06-15,1.1
155,창원,2019-06-18,0.0
155,창원,2019-06-21,0.0
155,창원,2019-06-26,112.5
155,창원,2019-06-27,68.7
155,창원,2019-06-28,0.0
155,창원,2019-06-29,93.6
155,창원,2019-06-30,0.0
155,창원,2019-07-01,0.0
155,창원,2019-07-08,2.1
155,창원,2019-07-10,16.2
155,창원,2019-07-11,1.6
155,창원,2019-07-13,0.3
155,창원,2019-07-14,0.0
155,창원,2019-07-15,0.6
155,창원,2019-07-17,2.7
155,창원,2019-07-18,23.0
155,창원,2019-07-19,36.3
155,창원,2019-07-20,129.3
155,창원,2019-07-21,33.8
155,창원,2019-07-24,0.0
155,창원,2019-07-25,0.0
155,창원,2019-07-26,1.5
155,창원,2019-07-27,15.7
155,창원,2019-07-28,0.8
155,창원,2019-07-29,1.8
155,창원,2019-08-06,18.5
155,창원,2019-08-07,0.1
155,창원,2019-08-14,1.2
155,창원,2019-08-15,0.0
155,창원,2019-08-21,12.3
155,창원,2019-08-22,40.4
155,창원,2019-08-23,0.0
155,창원,2019-08-24,0.0
155,창원,2019-08-25,0.2
155,창원,2019-08-26,0.0
155,창원,2019-08-27,11.4
155,창원,2019-08-28,0.9
155,창원,2019-08-29,2.9
155,창원,2019-09-01,1.6
155,창원,2019-09-02,29.6
155,창원,2019-09-03,43.1
155,창원,2019-09-04,1.4
155,창원,2019-09-05,0.0
155,창원,2019-09-06,0.0
155,창원,2019-09-07,27.0
155,창원,2019-09-08,0.0
155,창원,2019-09-09,0.1
155,창원,2019-09-11,0.0
155,창원,2019-09-12,0.3
155,창원,2019-09-21,43.2
155,창원,2019-09-22,94.2
155,창원,2019-09-23,0.0
155,창원,2019-09-27,8.8
155,창원,2019-09-28,2.7
155,창원,2019-10-01,15.9
155,창원,2019-10-02,210.9
155,창원,2019-10-03,6.5
155,창원,2019-10-07,3.8
155,창원,2019-10-18,17.3
155,창원,2019-10-23,0.1
155,창원,2019-10-24,0.0
155,창원,2019-10-25,0.3
155,창원,2019-11-10,5.3
155,창원,2019-11-13,0.0
155,창원,2019-11-17,3.1
155,창원,2019-11-18,27.6
155,창원,2019-11-24,0.4
155,창원,2019-11-30,0.0
155,창원,2019-12-01,25.6
155,창원,2019-12-02,0.1
155,창원,2019-12-17,0.0
155,창원,2019-12-26,0.2
155,창원,2019-12-29,8.8
155,창원,2019-12-30,0.1
155,창원,2020-01-06,10.7
155,창원,2020-01-07,39.0
155,창원,2020-01-08,0.0
155,창원,2020-01-18,0.0
155,창원,2020-01-22,13.9
155,창원,2020-01-23,3.2
155,창원,2020-01-27,44.9
155,창원,2020-01-28,0.0
155,창원,2020-01-29,0.2
155,창원,2020-01-30,0.7
155,창원,2020-02-12,32.2
155,창원,2020-02-16,3.4
155,창원,2020-02-17,0.0
155,창원,2020-02-21,1.8
155,창원,2020-02-22,0.2
155,창원,2020-02-24,0.2
155,창원,2020-02-25,25.8
155,창원,2020-02-26,0.0
155,창원,2020-02-27,0.6
155,창원,2020-02-28,0.0
155,창원,2020-03-01,0.0
155,창원,2020-03-04,0.0
155,창원,2020-03-07,2.3
155,창원,2020-03-09,9.9
155,창원,2020-03-10,11.4
155,창원,2020-03-15,0.0
155,창원,2020-03-26,13.0
155,창원,2020-03-27,1.3
155,창원,2020-04-01,0.0
155,창원,2020-04-10,0.0
155,창원,2020-04-11,2.8
155,창원,2020-04-12,6.9
155,창원,2020-04-13,0.0
155,창원,2020-04-17,19.3
155,창원,2020-04-18,0.0
155,창원,2020-04-19,30.0
155,창원,2020-04-20,0.1
155,창원,2020-05-02,1.8
155,창원,2020-05-03,13.4
155,창원,2020-05-05,0.0
155,창원,2020-05-06,0.0
155,창원,2020-05-08,0.0
155,창원,2020-05-09,50.3
155,창원,2020-05-15,10.6
155,창원,2020-05-16,0.4
155,창원,2020-05-17,0.0
155,창원,2020-05-18,0.3
155,창원,2020-05-19,1.5
155,창원,2020-05-31,0.5
155,창원,2020-06-10,0.0
155,창원,2020-06-11,6.2
155,창원,2020-06-12,2.6
155,창원,2020-06-13,53.0
155,창원,2020-06-14,9.3
155,창원,2020-06-17,0.2
155,창원,2020-06-18,41.4
155,창원,2020-06-19,1.0
155,창원,2020-06-24,49.9
155,창원,2020-06-25,13.1
155,창원,2020-06-29,98.9
155,창원,2020-06-30,3.3
155,창원,2020-07-01,0.1
155,창원,2020-07-03,5.7
155,창원,2020-07-04,0.9
155,창원,2020-07-06,0.3
155,창원,2020-07-07,0.0
155,창원,2020-07-09,9.5
155,창원,2020-07-10,80.5
155,창원,2020-07-12,38.0
155,창원,2020-07-13,96.7
155,창원,2020-07-14,10.0
155,창원,2020-07-15,4.3
155,창원,2020-07-18,0.0
155,창원,2020-07-19,8.6
155,창원,2020-07-20,1.0
155,창원,2020-07-21,4.9
155,창원,2020-07-22,52.4
155,창원,2020-07-23,77.0
155,창원,2020-07-24,7.7
155,창원,2020-07-25,1.4
155,창원,2020-07-27,34.3
155,창원,2020-07-28,37.1
155,창원,2020-07-29,24.4
155,창원,2020-07-30,29.3
155,창원,2020-08-05,0.8
155,창원,2020-08-06,7.9
155,창원,2020-08-07,22.4
155,창원,2020-08-08,46.4
155,창원,2020-08-09,9.4
155,창원,2020-08-10,26.1
155,창원,2020-08-11,5.5
155,창원,2020-08-12,16.1
155,창원,2020-08-23,0.0
155,창원,2020-08-26,1.0
155,창원,2020-08-27,16.7
155,창원,2020-08-28,22.0
155,창원,2020-08-29,1.0
155,창원,2020-08-30,17.8
155,창원,2020-09-01,0.0
155,창원,2020-09-02,32.0
155,창원,2020-09-03,52.0
155,창원,2020-09-05,19.6
155,창원,2020-09-06,6.8
155,창원,2020-09-07,118.6
155,창원,2020-09-09,0.0
155,창원,2020-09-10,2.9
155,창원,2020-09-11,2.0
155,창원,2020-09-12,1.9
155,창원,2020-09-13,0.0
155,창원,2020-09-16,0.4
155,창원,2020-09-17,4.7
155,창원,2020-09-18,0.8
155,창원,2020-09-24,0.0
155,창원,2020-09-27,0.0
155,창원,2020-10-03,0.0
155,창원,2020-10-04,0.0
155,창원,2020-10-16,0.0
155,창원,2020-10-21,12.9
155,창원,2020-10-22,7.6
155,창원,2020-10-28,0.0
155,창원,2020-11-01,0.6
155,창원,2020-11-02,3.3
155,창원,2020-11-17,0.0
155,창원,2020-11-18,0.5
155,창원,2020-11-19,49.7
155,창원,2020-11-22,1.5
155,창원,2020-12-27,4.1
155,창원,2020-12-29,2.0
155,창원,2020-12-30,0.2
155,창원,2021-01-07,0.0
155,창원,2021-01-18,0.0
155,창원,2021-01-21,1.3
155,창원,2021-01-22,0.8
155,창원,2021-01-23,0.0
155,창원,2021-01-24,0.0
155,창원,2021-01-26,12.2
155,창원,2021-01-28,0.0
155,창원,2021-01-31,0.0
155,창원,2021-02-01,20.2
155,창원,2021-02-14,12.3
155,창원,2021-02-15,0.1
155,창원,2021-02-16,0.0
155,창원,2021-02-25,0.8
155,창원,2021-02-26,3.5
155,창원,2021-02-28,0.0
155,창원,2021-03-01,49.3
155,창원,2021-03-02,12.1
155,창원,2021-03-04,2.8
155,창원,2021-03-05,0.1
155,창원,2021-03-11,0.0
155,창원,2021-03-12,22.1
155,창원,2021-03-16,2.2
155,창원,2021-03-20,6.7
155,창원,2021-03-27,67.5
155,창원,2021-03-28,14.3
155,창원,2021-04-03,38.7
155,창원,2021-04-04,14.0
155,창원,2021-04-09,0.0
155,창원,2021-04-12,26.1
155,창원,2021-04-13,6.7
155,창원,2021-04-22,0.0
155,창원,2021-04-23,0.0
155,창원,2021-04-27,0.0
155,창원,2021-04-29,0.0
155,창원,2021-04-30,1.0
155,창원,2021-05-01,10.6
155,창원,2021-05-02,0.0
155,창원,2021-05-04,63.9
155,창원,2021-05-05,0.4
155,창원,2021-05-10,0.0
155,창원,2021-05-15,9.2
155,창원,2021-05-16,25.8
155,창원,2021-05-17,2.0
155,창원,2021-05-18,2.4
155,창원,2021-05-20,22.5
155,창원,2021-05-21,0.0
155,창원,2021-05-23,0.0
155,창원,2021-05-24,0.0
155,창원,2021-05-25,0.0
155,창원,2021-05-26,0.0
155,창원,2021-05-27,1.0
155,창원,2021-05-28,9.9
155,창원,2021-05-31,0.2
155,창원,2021-06-03,18.9
155,창원,2021-06-04,2.3
155,창원,2021-06-10,0.0
155,창원,2021-06-11,59.2
155,창원,2021-06-12,13.5
155,창원,2021-06-13,0.0
155,창원,2021-06-15,18.3
155,창원,2021-06-16,18.8
155,창원,2021-06-17,1.8
155,창원,2021-06-18,5.0
155,창원,2021-06-22,2.6
155,창원,2021-06-23,0.0
155,창원,2021-06-24,0.0
155,창원,2021-06-26,0.0
155,창원,2021-06-28,0.2
155,창원,2021-06-30,0.0
155,창원,2021-07-03,43.9
155,창원,2021-07-04,47.7
155,창원,2021-07-05,40.8
155,창원,2021-07-06,148.7
155,창원,2021-07-07,152.7
155,창원,2021-07-08,22.3
155,창원,2021-07-09,18.2
155,창원,2021-07-10,0.0
155,창원,2021-07-11,0.0
155,창원,2021-07-12,0.0
155,창원,2021-07-13,0.0
155,창원,2021-07-14,0.0
155,창원,2021-07-16,36.2
155,창원,2021-07-17,5.0
155,창원,2021-07-18,0.0
155,창원,2021-07-19,0.9
155,창원,2021-07-20,0.0
155,창원,2021-07-31,4.8
155,창원,2021-08-07,10.9
155,창원,2021-08-08,3.1
155,창원,2021-08-09,0.4
155,창원,2021-08-10,1.9
155,창원,2021-08-12,0.2
155,창원,2021-08-13,0.2
155,창원,2021-08-14,7.8
155,창원,2021-08-15,0.0
155,창원,2021-08-17,9.4
155,창원,2021-08-18,0.0
155,창원,2021-08-19,3.7
155,창원,2021-08-20,0.0
155,창원,2021-08-21,168.2
155,창원,2021-08-22,2.1
155,창원,2021-08-23,131.8
155,창원,2021-08-24,44.2
155,창원,2021-08-25,24.6
155,창원,2021-08-27,0.6
155,창원,2021-08-28,0.3
155,창원,2021-08-29,3.2
155,창원,2021-08-30,0.4
155,창원,2021-08-31,0.0
155,창원,2021-09-01,5.9
155,창원,2021-09-02,4.9
155,창원,2021-09-03,0.1
155,창원,2021-09-04,1.1
155,창원,2021-09-05,0.1
155,창원,2021-09-06,2.1
155,창원,2021-09-07,0.3
155,창원,2021-09-10,0.7
155,창원,2021-09-14,1.3
155,창원,2021-09-16,2.0
155,창원,2021-09-17,17.1
155,창원,2021-09-21,21.8
155,창원,2021-09-22,2.7
155,창원,2021-09-25,0.0
155,창원,2021-09-28,0.0
155,창원,2021-09-29,28.1
155,창원,2021-09-30,4.0
155,창원,2021-10-08,0.1
155,창원,2021-10-10,3.2
155,창원,2021-10-11,15.6
155,창원,2021-10-12,0.9
155,창원,2021-10-15,0.0
155,창원,2021-10-16,5.2
155,창원,2021-10-21,0.0
155,창원,2021-11-08,22.8
155,창원,2021-11-10,0.0
155,창원,2021-11-11,0.0
155,창원,2021-11-22,0.0
155,창원,2021-11-24,0.0
155,창원,2021-11-30,30.7
155,창원,2021-12-06,0.0
155,창원,2021-12-16,2.4
155,창원,2021-12-19,0.0
155,창원,2022-01-05,0.0
155,창원,2022-01-06,0.0
155,창원,2022-01-13,0.0
155,창원,2022-01-19,0.0
155,창원,2022-01-25,0.0
155,창원,2022-02-13,0.0
155,창원,2022-02-14,0.0
155,창원,2022-02-19,0.0
155,창원,2022-02-27,0.0
155,창원,2022-03-01,2.4
155,창원,2022-03-11,0.0
155,창원,2022-03-13,19.2
155,창원,2022-03-14,0.2
155,창원,2022-03-17,7.2
155,창원,2022-03-18,11.0
155,창원,2022-03-19,2.3
155,창원,2022-03-25,4.7
155,창원,2022-03-26,85.9
155,창원,2022-03-31,2.1
155,창원,2022-04-01,0.0
155,창원,2022-04-11,0.0
155,창원,2022-04-12,0.0
155,창원,2022-04-13,0.0
155,창원,2022-04-14,0.0
155,창원,2022-04-15,0.0
155,창원,2022-04-21,2.8
155,창원,2022-04-25,8.9
155,창원,2022-04-26,69.3
155,창원,2022-04-29,21.1
155,창원,2022-05-02,0.0
155,창원,2022-05-09,0.0
155,창원,2022-05-10,0.0
155,창원,2022-05-11,0.0
155,창원,2022-05-12,0.0
155,창원,2022-05-13,2.4
155,창원,2022-05-29,0.0
155,창원,2022-05-30,0.0
155,창원,2022-06-05,54.8
155,창원,2022-06-06,0.3
155,창원,2022-06-07,2.2
155,창원,2022-06-08,0.5
155,창원,2022-06-13,0.0
155,창원,2022-06-14,11.9
155,창원,2022-06-15,0.6
155,창원,2022-06-19,0.0
155,창원,2022-06-23,0.0
155,창원,2022-06-24,35.3
155,창원,2022-06-25,0.2
155,창원,2022-06-26,0.3
155,창원,2022-06-27,22.4
155,창원,2022-06-28,6.9
155,창원,2022-06-29,52.5
155,창원,2022-06-30,6.1
155,창원,2022-07-03,0.0
155,창원,2022-07-06,0.0
155,창원,2022-07-08,0.5
155,창원,2022-07-11,19.8
155,창원,2022-07-12,0.0
155,창원,2022-07-13,0.0
155,창원,2022-07-14,0.1
155,창원,2022-07-18,81.4
155,창원,2022-07-19,0.3
155,창원,2022-07-20,0.0
155,창원,2022-07-21,15.7
155,창원,2022-07-22,0.0
155,창원,2022-07-23,1.8
155,창원,2022-07-24,27.3
155,창원,2022-07-28,0.0
155,창원,2022-07-30,2.6
155,창원,2022-07-31,18.4
155,창원,2022-08-01,5.8
155,창원,2022-08-02,38.5
155,창원,2022-08-03,1.5
155,창원,2022-08-10,0.0
155,창원,2022-08-11,1.4
155,창원,2022-08-13,0.4
155,창원,2022-08-16,47.3
155,창원,2022-08-17,4.9
155,창원,2022-08-20,29.5
155,창원,2022-08-23,2.3
155,창원,2022-08-24,56.4
155,창원,2022-08-29,0.0
155,창원,2022-08-30,18.3
155,창원,2022-08-31,18.3
155,창원,2022-09-01,0.3
155,창원,2022-09-02,14.5
155,창원,2022-09-03,1.0
155,창원,2022-09-04,0.1
155,창원,2022-09-05,25.7
155,창원,2022-09-06,97.9
155,창원,2022-09-17,0.8
155,창원,2022-09-18,7.8
155,창원,2022-09-19,7.9
155,창원,2022-09-26,0.0
155,창원,2022-09-27,0.0
155,창원,2022-10-04,7.5
155,창원,2022-10-05,0.0
155,창원,2022-10-06,2.3
155,창원,2022-10-07,0.0
155,창원,2022-10-09,0.0
155,창원,2022-10-21,0.0
155,창원,2022-11-12,3.6
155,창원,2022-11-13,17.8
155,창원,2022-11-20,0.0
155,창원,2022-11-22,1.2
155,창원,2022-11-23,0.6
155,창원,2022-11-28,8.0
155,창원,2022-11-29,14.8
155,창원,2022-12-12,1.3
155,창원,2022-12-13,0.0
155,창원,2022-12-21,10.8
155,창원,2022-12-22,0.0
155,창원,2022-12-23,0.0
155,창원,2023-01-06,0.1
155,창원,2023-01-12,2.1
155,창원,2023-01-13,62.6
155,창원,2023-01-14,3.8
155,창원,2023-01-15,0.0
155,창원,2023-02-09,3.4
155,창원,2023-02-10,18.2
155,창원,2023-02-12,0.0
155,창원,2023-02-13,0.2
155,창원,2023-02-16,0.0
155,창원,2023-02-17,0.0
155,창원,2023-02-18,1.9
155,창원,2023-02-19,0.3
155,창원,2023-02-23,0.0
155,창원,2023-03-01,0.0
155,창원,2023-03-09,0.0
155,창원,2023-03-12,7.7
155,창원,2023-03-22,4.4
155,창원,2023-03-23,39.6
155,창원,2023-03-24,3.1
155,창원,2023-03-25,0.2
155,창원,2023-03-26,2.6
155,창원,2023-04-04,0.0
155,창원,2023-04-05,62.6
155,창원,2023-04-06,2.2
155,창원,2023-04-07,2.3
155,창원,2023-04-11,0.0
155,창원,2023-04-14,5.3
155,창원,2023-04-15,3.5
155,창원,2023-04-16,0.0
155,창원,2023-04-18,0.1
155,창원,2023-04-19,1.4
155,창원,2023-04-24,0.0
155,창원,2023-04-25,14.6
155,창원,2023-04-28,0.0
155,창원,2023-04-29,24.3
155,창원,2023-05-04,4.3
155,창원,2023-05-05,136.5
155,창원,2023-05-06,51.2
155,창원,2023-05-07,4.6
155,창원,2023-05-12,0.2
155,창원,2023-05-13,5.2
155,창원,2023-05-18,29.2
155,창원,2023-05-19,0.3
155,창원,2023-05-22,0.2
155,창원,2023-05-26,0.0
155,창원,2023-05-27,0.1
155,창원,2023-05-28,6.5
155,창원,2023-05-29,50.3
155,창원,2023-05-30,10.8
155,창원,2023-05-31,0.0
155,창원,2023-06-01,4.3
155,창원,2023-06-02,1.6
155,창원,2023-06-10,0.0
155,창원,2023-06-11,2.1
155,창원,2023-06-12,0.0
155,창원,2023-06-13,0.7
155,창원,2023-06-14,27.1
155,창원,2023-06-20,2.3
155,창원,2023-06-21,17.9
155,창원,2023-06-25,22.6
155,창원,2023-06-26,21.0
155,창원,2023-06-27,48.1
155,창원,2023-06-28,36.4
155,창원,2023-06-29,8.0
155,창원,2023-06-30,17.0
155,창원,2023-07-01,0.0
155,창원,2023-07-04,9.8
155,창원,2023-07-05,31.7
155,창원,2023-07-07,69.0
155,창원,2023-07-08,1.5
155,창원,2023-07-09,0.1
155,창원,2023-07-10,1.2
155,창원,2023-07-11,4.6
155,창원,2023-07-12,32.4
155,창원,2023-07-13,6.6
155,창원,2023-07-14,54.8
155,창원,2023-07-15,24.8
155,창원,2023-07-16,117.9
155,창원,2023-07-17,14.8
155,창원,2023-07-18,83.0
155,창원,2023-07-19,0.1
155,창원,2023-07-22,0.7
155,창원,2023-07-23,10.8
155,창원,2023-07-24,5.8
155,창원,2023-07-25,2.1
155,창원,2023-07-26,0.0
156,광주,2013-08-22,0.1
156,광주,2013-08-23,63.5
156,광주,2013-08-24,92.0
156,광주,2013-08-25,0.0
156,광주,2013-08-29,106.0
156,광주,2013-08-30,0.1
156,광주,2013-09-05,0.0
156,광주,2013-09-06,12.0
156,광주,2013-09-07,0.5
156,광주,2013-09-10,0.0
156,광주,2013-09-11,9.0
156,광주,2013-09-12,12.5
156,광주,2013-09-14,48.5
156,광주,2013-09-24,0.5
156,광주,2013-09-25,1.5
156,광주,2013-09-29,2.0
156,광주,2013-09-30,2.0
156,광주,2013-10-01,3.5
156,광주,2013-10-02,4.5
156,광주,2013-10-06,0.3
156,광주,2013-10-08,8.0
156,광주,2013-10-09,0.5
156,광주,2013-10-10,14.0
156,광주,2013-11-06,1.0
156,광주,2013-11-09,23.5
156,광주,2013-11-10,0.5
156,광주,2013-11-14,0.5
156,광주,2013-11-15,0.3
156,광주,2013-11-16,2.5
156,광주,2013-11-17,5.0
156,광주,2013-11-18,8.5
156,광주,2013-11-19,0.5
156,광주,2013-11-20,0.2
156,광주,2013-11-24,26.5
156,광주,2013-11-25,10.0
156,광주,2013-11-27,5.0
156,광주,2013-11-28,7.9
156,광주,2013-11-29,3.1
156,광주,2013-12-04,0.1
156,광주,2013-12-09,6.5
156,광주,2013-12-11,1.5
156,광주,2013-12-12,1.0
156,광주,2013-12-13,0.1
156,광주,2013-12-14,0.0
156,광주,2013-12-19,4.4
156,광주,2013-12-20,2.5
156,광주,2013-12-21,0.0
156,광주,2013-12-26,0.3
156,광주,2013-12-27,0.0
156,광주,2013-12-28,0.0
156,광주,2013-12-29,1.8
156,광주,2014-01-08,1.5
156,광주,2014-01-10,0.0
156,광주,2014-01-18,0.0
156,광주,2014-01-20,1.6
156,광주,2014-01-21,2.3
156,광주,2014-01-25,4.5
156,광주,2014-01-29,1.5
156,광주,2014-01-30,1.5
156,광주,2014-02-01,1.5
156,광주,2014-02-06,0.0
156,광주,2014-02-07,0.1
156,광주,2014-02-08,2.0
156,광주,2014-02-09,0.0
156,광주,2014-02-10,0.0
156,광주,2014-02-17,2.0
156,광주,2014-02-26,3.0
156,광주,2014-03-01,7.0
156,광주,2014-03-09,0.5
156,광주,2014-03-12,30.5
156,광주,2014-03-13,7.0
156,광주,2014-03-14,1.0
156,광주,2014-03-17,1.5
156,광주,2014-03-18,0.2
156,광주,2014-03-24,0.0
156,광주,2014-03-25,21.0
156,광주,2014-03-26,19.0
156,광주,2014-03-29,13.0
156,광주,2014-03-30,1.0
156,광주,2014-04-12,0.0
156,광주,2014-04-13,9.5
156,광주,2014-04-17,14.5
156,광주,2014-04-18,2.0
156,광주,2014-04-26,0.0
156,광주,2014-04-27,15.0
156,광주,2014-04-28,11.5
156,광주,2014-04-29,10.0
156,광주,2014-05-04,2.0
156,광주,2014-05-08,0.5
156,광주,2014-05-11,27.0
156,광주,2014-05-12,8.0
156,광주,2014-05-14,3.0
156,광주,2014-05-20,12.5
156,광주,2014-05-25,2.5
156,광주,2014-05-26,1.5
156,광주,2014-06-02,5.5
156,광주,2014-06-03,4.0
156,광주,2014-06-04,5.0
156,광주,2014-06-12,48.5
156,광주,2014-06-17,1.0
156,광주,2014-06-21,1.0
156,광주,2014-06-23,3.0
156,광주,2014-06-24,4.0
156,광주,2014-06-26,0.0
156,광주,2014-07-02,12.0
156,광주,2014-07-03,21.5
156,광주,2014-07-04,2.0
156,광주,2014-07-05,0.2
156,광주,2014-07-06,17.5
156,광주,2014-07-07,0.5
156,광주,2014-07-08,0.5
156,광주,2014-07-09,1.0
156,광주,2014-07-12,4.5
156,광주,2014-07-13,15.5
